0,0
1,1
10,2
100,3
1000,4
10000,5
100000,6
100001,7
100002,8
100003,9
100004,10
100005,11
100006,12
100007,13
100008,14
100009,15
10001,16
100010,17
100011,18
100012,19
100013,20
100014,21
100015,22
100016,23
100017,24
100018,25
100019,26
10002,27
100020,28
100021,29
100022,30
100023,31
100024,32
100025,33
100026,34
100027,35
100028,36
100029,37
10003,38
100030,39
100031,40
100032,41
100033,42
100034,43
100035,44
100036,45
100037,46
100038,47
100039,48
10004,49
100040,50
100041,51
100042,52
100043,53
100044,54
100045,55
100046,56
100047,57
100048,58
100049,59
10005,60
100050,61
100051,62
100052,63
100053,64
100054,65
100055,66
100056,67
100057,68
100058,69
100059,70
10006,71
100060,72
100061,73
100062,74
100063,75
100064,76
100065,77
100066,78
100067,79
100068,80
100069,81
10007,82
100070,83
100071,84
100072,85
100073,86
100074,87
100075,88
100076,89
100077,90
100078,91
100079,92
10008,93
100080,94
100081,95
100082,96
100083,97
100084,98
100085,99
100086,100
100087,101
100088,102
100089,103
10009,104
100090,105
100091,106
100092,107
100093,108
100094,109
100095,110
100096,111
100097,112
100098,113
100099,114
1001,115
10010,116
100100,117
100101,118
100102,119
100103,120
100104,121
100105,122
100106,123
100107,124
100108,125
100109,126
10011,127
100110,128
100111,129
100112,130
100113,131
100114,132
100115,133
100116,134
100117,135
100118,136
100119,137
10012,138
100120,139
100121,140
100122,141
100123,142
100124,143
100125,144
100126,145
100127,146
100128,147
100129,148
10013,149
100130,150
100131,151
100132,152
100133,153
100134,154
100135,155
100136,156
100137,157
100138,158
100139,159
10014,160
100140,161
100141,162
100142,163
100143,164
100144,165
100145,166
100146,167
100147,168
100148,169
100149,170
10015,171
100150,172
100151,173
100152,174
100153,175
100154,176
100155,177
100156,178
100157,179
100158,180
100159,181
10016,182
100160,183
100161,184
100162,185
100163,186
100164,187
100165,188
100166,189
100167,190
100168,191
100169,192
10017,193
100170,194
100171,195
100172,196
100173,197
100174,198
100175,199
100176,200
100177,201
100178,202
100179,203
10018,204
100180,205
100181,206
100182,207
100183,208
100184,209
100185,210
100186,211
100187,212
100188,213
100189,214
10019,215
100190,216
100191,217
100192,218
100193,219
100194,220
100195,221
100196,222
100197,223
100198,224
100199,225
1002,226
10020,227
100200,228
100201,229
100202,230
100203,231
100204,232
100205,233
100206,234
100207,235
100208,236
100209,237
10021,238
100210,239
100211,240
100212,241
100213,242
100214,243
100215,244
100216,245
100217,246
100218,247
100219,248
10022,249
100220,250
100221,251
100222,252
100223,253
100224,254
100225,255
100226,256
100227,257
100228,258
100229,259
10023,260
100230,261
100231,262
100232,263
100233,264
100234,265
100235,266
100236,267
100237,268
100238,269
100239,270
10024,271
100240,272
100241,273
100242,274
100243,275
100244,276
100245,277
100246,278
100247,279
100248,280
100249,281
10025,282
100250,283
100251,284
100252,285
100253,286
100254,287
100255,288
100256,289
100257,290
100258,291
100259,292
10026,293
100260,294
100261,295
100262,296
100263,297
100264,298
100265,299
100266,300
100267,301
100268,302
100269,303
10027,304
100270,305
100271,306
100272,307
100273,308
100274,309
100275,310
100276,311
100277,312
100278,313
100279,314
10028,315
100280,316
100281,317
100282,318
100283,319
100284,320
100285,321
100286,322
100287,323
100288,324
100289,325
10029,326
100290,327
100291,328
100292,329
100293,330
100294,331
100295,332
100296,333
100297,334
100298,335
100299,336
1003,337
10030,338
100300,339
100301,340
100302,341
100303,342
100304,343
100305,344
100306,345
100307,346
100308,347
100309,348
10031,349
100310,350
100311,351
100312,352
100313,353
100314,354
100315,355
100316,356
100317,357
100318,358
100319,359
10032,360
100320,361
100321,362
100322,363
100323,364
100324,365
100325,366
100326,367
100327,368
100328,369
100329,370
10033,371
100330,372
100331,373
100332,374
100333,375
100334,376
100335,377
100336,378
100337,379
100338,380
100339,381
10034,382
100340,383
100341,384
100342,385
100343,386
100344,387
100345,388
100346,389
100347,390
100348,391
100349,392
10035,393
100350,394
100351,395
100352,396
100353,397
100354,398
100355,399
100356,400
100357,401
100358,402
100359,403
10036,404
100360,405
100361,406
100362,407
100363,408
100364,409
100365,410
100366,411
100367,412
100368,413
100369,414
10037,415
100370,416
100371,417
100372,418
100373,419
100374,420
100375,421
100376,422
100377,423
100378,424
100379,425
10038,426
100380,427
100381,428
100382,429
100383,430
100384,431
100385,432
100386,433
100387,434
100388,435
100389,436
10039,437
100390,438
100391,439
100392,440
100393,441
100394,442
100395,443
100396,444
100397,445
100398,446
100399,447
1004,448
10040,449
100400,450
100401,451
100402,452
100403,453
100404,454
100405,455
100406,456
100407,457
100408,458
100409,459
10041,460
100410,461
100411,462
100412,463
100413,464
100414,465
100415,466
100416,467
100417,468
100418,469
100419,470
10042,471
100420,472
100421,473
100422,474
100423,475
100424,476
100425,477
100426,478
100427,479
100428,480
100429,481
10043,482
100430,483
100431,484
100432,485
100433,486
100434,487
100435,488
100436,489
100437,490
100438,491
100439,492
10044,493
100440,494
100441,495
100442,496
100443,497
100444,498
100445,499
100446,500
100447,501
100448,502
100449,503
10045,504
100450,505
100451,506
100452,507
100453,508
100454,509
100455,510
100456,511
100457,512
100458,513
100459,514
10046,515
100460,516
100461,517
100462,518
100463,519
100464,520
100465,521
100466,522
100467,523
100468,524
100469,525
10047,526
100470,527
100471,528
100472,529
100473,530
100474,531
100475,532
100476,533
100477,534
100478,535
100479,536
10048,537
100480,538
100481,539
100482,540
100483,541
100484,542
100485,543
100486,544
100487,545
100488,546
100489,547
10049,548
100490,549
100491,550
100492,551
100493,552
100494,553
100495,554
100496,555
100497,556
100498,557
100499,558
1005,559
10050,560
100500,561
100501,562
100502,563
100503,564
100504,565
100505,566
100506,567
100507,568
100508,569
100509,570
10051,571
100510,572
100511,573
100512,574
100513,575
100514,576
100515,577
100516,578
100517,579
100518,580
100519,581
10052,582
100520,583
100521,584
100522,585
100523,586
100524,587
100525,588
100526,589
100527,590
100528,591
100529,592
10053,593
100530,594
100531,595
100532,596
100533,597
100534,598
100535,599
100536,600
100537,601
100538,602
100539,603
10054,604
100540,605
100541,606
100542,607
100543,608
100544,609
100545,610
100546,611
100547,612
100548,613
100549,614
10055,615
100550,616
100551,617
100552,618
100553,619
100554,620
100555,621
100556,622
100557,623
100558,624
100559,625
10056,626
100560,627
100561,628
100562,629
100563,630
100564,631
100565,632
100566,633
100567,634
100568,635
100569,636
10057,637
100570,638
100571,639
100572,640
100573,641
100574,642
100575,643
100576,644
100577,645
100578,646
100579,647
10058,648
100580,649
100581,650
100582,651
100583,652
100584,653
100585,654
100586,655
100587,656
100588,657
100589,658
10059,659
100590,660
100591,661
100592,662
100593,663
100594,664
100595,665
100596,666
100597,667
100598,668
100599,669
1006,670
10060,671
100600,672
100601,673
100602,674
100603,675
100604,676
100605,677
100606,678
100607,679
100608,680
100609,681
10061,682
100610,683
100611,684
100612,685
100613,686
100614,687
100615,688
100616,689
100617,690
100618,691
100619,692
10062,693
100620,694
100621,695
100622,696
100623,697
100624,698
100625,699
100626,700
100627,701
100628,702
100629,703
10063,704
100630,705
100631,706
100632,707
100633,708
100634,709
100635,710
100636,711
100637,712
100638,713
100639,714
10064,715
100640,716
100641,717
100642,718
100643,719
100644,720
100645,721
100646,722
100647,723
100648,724
100649,725
10065,726
100650,727
100651,728
100652,729
100653,730
100654,731
100655,732
100656,733
100657,734
100658,735
100659,736
10066,737
100660,738
100661,739
100662,740
100663,741
100664,742
100665,743
100666,744
100667,745
100668,746
100669,747
10067,748
100670,749
100671,750
100672,751
100673,752
100674,753
100675,754
100676,755
100677,756
100678,757
100679,758
10068,759
100680,760
100681,761
100682,762
100683,763
100684,764
100685,765
100686,766
100687,767
100688,768
100689,769
10069,770
100690,771
100691,772
100692,773
100693,774
100694,775
100695,776
100696,777
100697,778
100698,779
100699,780
1007,781
10070,782
100700,783
100701,784
100702,785
100703,786
100704,787
100705,788
100706,789
100707,790
100708,791
100709,792
10071,793
100710,794
100711,795
100712,796
100713,797
100714,798
100715,799
100716,800
100717,801
100718,802
100719,803
10072,804
100720,805
100721,806
100722,807
100723,808
100724,809
100725,810
100726,811
100727,812
100728,813
100729,814
10073,815
100730,816
100731,817
100732,818
100733,819
100734,820
100735,821
100736,822
100737,823
100738,824
100739,825
10074,826
100740,827
100741,828
100742,829
100743,830
100744,831
100745,832
100746,833
100747,834
100748,835
100749,836
10075,837
100750,838
100751,839
100752,840
100753,841
100754,842
100755,843
100756,844
100757,845
100758,846
100759,847
10076,848
100760,849
100761,850
100762,851
100763,852
100764,853
100765,854
100766,855
100767,856
100768,857
100769,858
10077,859
100770,860
100771,861
100772,862
